nummer,text_id,auteurva,titel,jaarnr,genre,oorspr_auteur_va,drukkerva,plaats_van_uitgave
Ceneton035110,346,Johan van Heemskerk,De Cid.,1641,Treurspel,Pierre Corneille,"Dominicus van der Stichel, voor Abraham (I) de Wees",Amsterdam
Ceneton035340,347,Daniel Heinsius,Auriacus sive libertas saucia.,1602,Treurspel,,"Andreas Cloucquius, (Andries Clouck)",Leiden
Ceneton035350,348,Daniel Heinsius,Herodes infanticida.,1632,Treurspel,,Elzevier,Leiden
Ceneton035530,349,W. van Heugelenburgh,"Adriaan en Alida, ofte de herstelde min.",1689,Blij-eindend treurspel,,Johannes Kellenaer,Leiden
Ceneton035550,350,W. van Heugelenburgh,"Fleremont en Arbacis, ofte de spiegel der verdraegzaemheyt.",1679,Blij-eindend treurspel,,Johannes Kellenaer,Leiden
Ceneton035780,351,Cornelis Heyligert (KWDAV),De dood van Calas.,1767,Treurspel,,Voor het Kunstgenootschap,Leiden
Ceneton035810,352,Cornelis Heyligert (KWDAV),De dood van Calas.,1767,Treurspel,,Voor het Kunstgenootschap (KWDAV),Leiden
Ceneton035820,353,Cornelis Heyligert (KWDAV),De dood van Calas.,1767,Treurspel,,Voor het Kunstgenootschap,Leiden
Ceneton036180,354,Dirck Pietersz. Heynck,"Veranderlyk geval, of stantvastige liefde.",1663,Blijspel,Antonio Mira de Amescua,Jacob Lescailje,Amsterdam
Ceneton036362,603,Peeter Heyns,Le miroir des vefves. Tragedie sacrée d’Holoferne & Iudith.,1596,,,"Gilles Romain, pour Zacharias Heyns",Haarlem
Ceneton036410,355,Zacharias Heyns,"Pest-Spieghel. Waer in speelsche wyse, tot beteringhe des levens, claerlijck bewesen ende voor ooghen ghesteldt wordt, dat de peste niet by gheval, maer door Godes ghehengenisse, den menschen tot een straffe overcomt.",1602,,,Zacharias Heyns,Amsterdam
Ceneton036430,356,Zacharias Heyns,"Vriendts-spieghel. Waer in de historie Joannis Bocatij de vriendtschap prysende, speelsche wyse klaerlijck t’aenschouwen voor ooghen gheselt wordt.",1602,Blijspel,Rodolphus Radclif(?),"Herman de Buck, voor Zacharias Heyns",Amsterdam
Ceneton037050,359,Willem van der Hoeven,"De dood van Sultan Selim, Turksen keizer.",1717,Treurspel,,Erven Jacob Lescailje en Dirk Rank,Amsterdam
Ceneton037190,357,Willem van der Hoeven,Filipyns belachchelyke schaaking.,1712,Kluchtspel,,Erven Jacob Lescailje en Dirk Rank,Amsterdam
Ceneton037370,358,Willem van der Hoeven,De vermomde minnaar.,1717,Blijspel,Franc. de Rojas Zorilla,Erven Jacob Lescailje en Dirk Rank,Amsterdam
Ceneton037550,428,Dirk van Hogendorp,"Kraspoekol, of de slaaverny. (Een tafereel der zeden van Neerlands Indiën).",1800,Toneelspel,,M. Roelofswaert,Delft
Ceneton037570,360,Gijsbrecht van Hoghendorp (Hoogendorp),"Truer-spel van de moordt, begaen aen Wilhem by der gratie Gods, prince van Oraengien, etc.",1617,Treurspel,Daniel Heinsius,Cornelis Lodewijcksz van der Plasse,Amsterdam
Ceneton038020,491,Nicolaas Willem op den Hooff,De nieuwe beproeving.,1758,Blijspel,Pierre Carlet de Chamblain de Marivaux,Izaak Duim,Amsterdam
Ceneton038230,365,Cornelis Hoofman,Amintas.,1711,Bosch-tonneel-spel,Torquato Tasso,Johan David Zaencker voor de Erven Jacob Lescailje,Koningsberg / Amsterdam
Ceneton038410,369,Pieter Cornelisz. Hooft,Geeraerdt van Velsen.,1613,Treurspel,,Willem Jansz Blaeu,Amsterdam
Ceneton038640,367,Pieter Cornelisz. Hooft,Granida.,1615,Spel,,Willem Jansz Blaeu,Amsterdam
Ceneton038793,368,Pieter Cornelisz. Hooft,Mommery.,1611,,,,Amsterdam
Ceneton039050,370,Pieter Cornelisz. Hooft / Samuel Coster,"Vvare-nar, dat is: Aulularia van Plautus, nae ’s landts gheleghentheyt verduytschet: en ghespeelt in de eenighe en eerste Nederduytsche Academi.",1617,Blijspel,Titus Maccius Plautus,"Nicolaes (III) Biestkens, voor Cornelis Lodewijcksz van der Plasse",Amsterdam
Ceneton039240,921,Willem Dirksz Hooft,"Cluchtigh-spel, van Andrea de Piere, peerde-kooper.",1628,,Giovanni Boccaccio,Cornelis Willemsz Blaeu-laken,Amsterdam
Ceneton039250,922,Willem Dirksz Hooft,"Andrea de Piere, peerde-kooper.",1634,Kluchtspel,Giovanni Boccaccio,Dirck Cornelisz Houthaeck,Amsterdam
Ceneton039270,860,Willem Dirksz Hooft,Door-trapte Meelis de metsselaer.,1623,,,Cornelis Willemsz Blaeu-laken,Amsterdam
Ceneton039280,864,Willem Dirksz Hooft,Heden-daeghsche verlooren soon.,1630,Toneelspel,,Cornelis Willemsz Blaeu-laken,Amsterdam
Ceneton039300,859,Willem Dirksz Hooft,Jan Saly.,1622,Kluchtspel,,Cornelis Willemsz Blaeu-laken,Amsterdam
Ceneton039330,863,Willem Dirksz Hooft,Klucht van Styve Piet.,1628,Kluchtspel,,Cornelis Willemsz Blaeu-laken,Amsterdam
Ceneton039570,373,Jan van Hoogstraten,"Tys onverstand, of de bruiloft van Anne met ’er baard.",1724,Kluchtspel,,Hendrik Bosch,Amsterdam
Ceneton039580,372,Jan van Hoogstraten,De verliefde kók.,1720,Kluchtig blijspel,,Cornelis Tessers,Abdera (= Breda) (fictief)
Ceneton039610,371,Samuel van Hoogstraten,"Dieryk en Dorothé, of de verlossing van Dordrecht.",1666,Treurspel,,Henricus (III) Hondius,’s-Gravenhage
Ceneton039780,762,Cornelis Meesz. van Hout,Bruyloft-spel van Soet en Suer.,1599,Tafelspel,,Z.n.,Zonder plaats
Ceneton039781,196,Cornelis Meesz. van Hout,Bruyloft-spel van Soet en Suer.,1600,Tafelspel,,Bruyn Harmansz Schinckel,Delft
Ceneton040210,375,Johan Baptista Houwaert / Jacob de Mol,Spelen van Zinnen van Aeneas ende Dido.,1621,Zinnespel,,Jan van Waesberghe de Jonghe,Rotterdam
Ceneton040330,376,Jan van Hoven,De gewaande krygsman of nieuwmodesche minnaar.,1715,Kluchtspel,,Gijsbrecht Gasinet,’s-Gravenhage
Ceneton040540,378,Pieter Anthony de Huybert van Cruyningen,’t Boere bedrog.,1710,Kluchtspel,,Engelbrecht (I) Boucquet,’s-Gravenhage
Ceneton040620,379,Pieter Anthony de Huybert van Cruyningen,De dwarsdryfster.,1784,Kluchtig blijspel,"Charles Dufresny, sieur de La Rivière","Jan Helders, en Abraham Mars",Amsterdam
Ceneton040640,381,Balthasar Huydecoper,Achilles.,1719,Treurspel,,Erven Jacob Lescailje en Dirk Rank,Amsterdam
Ceneton040800,382,Balthasar Huydecoper,Edipus.,1720,Treurspel,Pierre Corneille,Erven Jacob Lescailje en Dirk Rank,Amsterdam
Ceneton040840,1,Constantijn Huygens,Tarquinius.,1615,,,Ms,
Ceneton040850,778,Constantijn Huygens,Tryntje Cornelis.,1653,Kluchtspel,,Ms,
Ceneton040860,779,Constantijn Huygens,Tryntje Cornelis.,1657,Kluchtspel,,Adriaen Vlack,’s-Gravenhage
Ceneton040870,779,Constantijn Huygens,Tryntje Cornelis.,1657,Kluchtspel,,Adriaen Vlack,’s-Gravenhage
Ceneton040890,780,Constantijn Huygens,Tryntje Cornelis dr.,1672,Kluchtspel,,Joh. van Ravesteyn,Amsterdam
Ceneton040930,387,I.N.S.L.M.N.S.,De bedriegery van de licht-verkeerde boef.,1662,Kluchtspel,,Jacob Vinckel,Amsterdam
Ceneton041211,391,Jacob Osdorp de Hase Zeelandus,"De vryheijdt, Vaderlands opera in drie deelen/",1786,Opera,,Ms,
Ceneton041220,392,J.P.M.,Den omvergiffenis (sic) biddende hoorndrager.,1711,Kluchtspel,,Pieter Buyster,Delft
Ceneton041580,398,Jacques Japin,De lastigheid der rykdommen.,1739,Blijspel,Leonor Jean Christine Soulas d’Allainval,Izaak Duim,Amsterdam
Ceneton041610,399,Jacques Japin,De woekeraar edelman.,1740,Kluchtspel,Marc Antoine Le Grand,Izaak Duim,Amsterdam
Ceneton042310,679,Jezuïeten van Gent,Baasa vernietigende het geslaght van Jeroboam.,1742,,,Wed. Petrus de Goesin,Gent
Ceneton042311,679,Jezuïeten van Gent,Den daezer.,1742,Kluchtspel,,Wed. Petrus de Goesin,Gent
Ceneton042350,682,Jezuïeten van Ieper,Baltassar koninck van Babylonien.,1703,,,Joannes Baptista Moerman,Ieper
Ceneton042351,682,Jezuïeten van Ieper,Balthasar roy de Babylone.,1703,,,Joannes Baptista Moerman,Ieper
Ceneton042540,684,Jezuïeten van Antwerpen,Chaerea tragico-comoedia.,1712,Blij-eindend treurspel,,Wed. Petrus Jacobs,Antwerpen
Ceneton042970,688,Jezuïeten van Antwerpen,David ad speluncam Engaddi.,1699,Treurspel,,Vidua Henrici Thieullier,Antwerpen
Ceneton043160,690,Jezuïeten van Ieper,Diogene Romain.,1702,,,Joannes Baptista Moerman,Ieper
Ceneton043170,690,Jezuïeten van Ieper,Diogenes Romanus.,1702,,,Joannes Baptista Moerman,Ieper
Ceneton044260,695,Jezuïeten van Aalst,Joseph.,1723,,,Joannes Eton,Gent
Ceneton044270,700,Jezuïeten van Ieper,Joseph.,1725,,,Petrus Jacobus de Rave,Ieper
Ceneton044300,696,Jezuïeten van Antwerpen,Joseph fratres agnoscens.,1712,,,,Antwerpen
Ceneton045570,707,Sodaliteit van de Jezuïeten van Antwerpen,Salomona met haer zeven zonen Machabeen.,1756,Treurspel,,Alexander Everaerts,Antwerpen
Ceneton045571,707,Sodaliteit van de Jezuïeten van Antwerpen,Den allerkinderen-dag.,1756,Kluchtspel,,Alexander Everaerts,Antwerpen
Ceneton046220,710,Jezuïeten van Ieper,Themistocles.,1696,,,Joannes Baptista Moerman,Ieper
Ceneton046221,710,Jezuïeten van Ieper,Themistocles.,1696,,,Joannes Baptista Moerman,Ieper
Ceneton047310,691,Jezuïeten van Aalst,Den triumphe van Iacobus ende Justus gebroeders ende martelaers van Iaponien.,1661,,,Guilliam Hacquebaud,Brussel
Ceneton047470,683,Jezuïeten van Antwerpen,"Bardas tragicomoedia, acta à iuventute studiosa collegij Societatis Iesu Antverpiae, ferijs autumnalibus, anno 1616.",1616,,,Erven Martinus Nutius,Antwerpen
Ceneton047490,677,Jezuïeten van Antwerpen,D. Antonius magnus eremi cultor.,1633,,,Z.n.,Zonder plaats
Ceneton047500,687,Jezuïeten van Antwerpen,"David. Sterck, gheluckich, ende goedertieren teghen sijne vijanden.",1625,,,Martinus Nutius,Antwerpen
Ceneton047880,674,Jezuïeten van Belle,"Achan treurspel sal verthoont worden door de jonckheyt van de scholen der Societeyt Jesu, binnen Belle den [25] en [26] february MDCCXXII.",1722,,,Petrus Jacobus de Rave,Ieper
Ceneton047950,674,Jezuïeten van Belle,"Die wilt te wys syn, en is bot; Die wort van ider een bespot.",1722,,,Petrus Jacobus de Rave,Ieper
Ceneton047990,697,Jezuïeten van Belle,Joseph door syne broeders vercoght aen d’Ismaëliten.,1724,,,Wed. Ant. Franc. van Ursel,Duinkerken
Ceneton048140,709,Jezuïeten van Brugge,"Dry-dobbel verlies van Sapricius door den haet teghen Nicephorus berooft vande liefde, hope, ende gheloof.",1656,,,Alexander Michiels,Brugge
Ceneton048590,698,"Jezuïeten van Brussel, Willem Kuypers",Joseph agnitus.,1713,,,,Brussel
Ceneton048740,673,Jezuïeten van Cassel,Den vreedsamighen Abraham.,1703,Treurspel,,Joannes Baptista Moerman,Ieper
Ceneton048741,673,Jezuïeten van Cassel,Abraham le pacifique.,1703,Treurspel,,Joannes Baptista Moerman,Ieper
Ceneton049160,678,Jezuïeten van Gent,Baasa delens stirpem Jeroboami.,1742,,,Wed. Petrus de Goesin,Gent
Ceneton049161,678,Jezuïeten van Gent,Distractus.,1742,,,Wed. Petrus de Goesin,Gent
Ceneton049310,689,Jezuïeten van Gent,David tragoedia.,1724,,,Jean Eton,Gent
Ceneton050200,685,Jezuïeten van Ieper,Constantia.,1723,,,Petrus Jacobus de Rave,Ieper
Ceneton050210,686,Jezuïeten van Ieper,Cosmophila treur-spel.,1722,Treurspel,,Petrus Jacobus de Rave,Ieper
Ceneton050390,692,Jezuïeten van Ieper,Jaddus.,1730,,,Petrus Jacobus de Rave,Ieper
Ceneton050400,693,Jezuïeten van Ieper,Jaromirus.,1743,Treurspel,,Petrus Jacobus de Rave,Ieper
Ceneton050420,699,Jezuïeten van Ieper,Joseph.,1721,Treurspel,,Wed. Jacobus de Rave,Ieper
Ceneton050470,704,Jezuïeten van Ieper,Manasses coninck van Ierusalem,1658,,,Antheunes de Backer,Ieper
Ceneton050520,714,Jezuïeten van Ieper,"Noyt-gehoorde vreedheyt van de alderquaedste onder alle de vrauwen Elisabeth Koninginne van Engeland, tegen haere nichte Stuarta Koninginne van Schotland.",1760,Treurspel,,Thomas Franciscus Walwein,Ieper
Ceneton050790,681,Jezuïeten van Kortrijk,"Balduinus imperator Constantinopolitanus. Baudewyn graeff van Vlaenderen ende Henegauwe, keyser van Constantinopolen.",1621,Blij-eindend treurspel,,François Bellet,Ieper
Ceneton051510,711,Jezuïeten van Kortrijk,Thomas Apostolus.,1745,,,Joannes Beernaerts,Kortrijk
Ceneton051810,675,Jezuïeten van Mechelen,Achas.,1721,,,Laurentius vander Elst,Mechelen
Ceneton051840,676,Jezuïeten van Mechelen,Alexander en Mathildis treur-spel.,1720,Treurspel,,Laurentius vander Elst,Mechelen
Ceneton052010,680,Jezuïeten van Mechelen,Baasa delens stirpem Jeroboami.,1770,Treurspel,,Joannes Francisci vander Elst,Mechelen
Ceneton052011,680,Jezuïeten van Mechelen,Baasa heeft doodgeslaegen.,1770,Treurspel,,Joannes Francisci vander Elst,Mechelen
Ceneton052012,680,Jezuïeten van Mechelen,Durus herus famuli deluditur.,1770,Treurspel,,Joannes Francisci vander Elst,Mechelen
Ceneton052013,680,Jezuïeten van Mechelen,Een al te strengen heer word van zyn knecht geplaegt.,1770,Treurspel,,Joannes Francisci vander Elst,Mechelen
Ceneton052710,702,Jezuïeten van Mechelen,Judicium Salomonis.,1763,Treurspel,,Joannes Francisci vander Elst,Mechelen
Ceneton052720,702,Jezuïeten van Mechelen,"Ex avaro prodigus. Dum vitant stulti vitia, in contraria currunt. Hor. lib. 1, sat. 2.",1763,,,Joannes Francisci vander Elst,Mechelen
Ceneton052721,702,Jezuïeten van Mechelen,"Den vreck geworden verquister. Zyt gy te mild, zyt gy te vreck, gy syt byna al even geck.",1763,,,Joannes Francisci vander Elst,Mechelen
Ceneton052930,705,Jezuïeten van Mechelen,Nabvchodonosor tragi-comedie,1631,Blij-eindend treurspel,,Z.n.,Zonder plaats
Ceneton053030,708,Jezuïeten van Mechelen,Salomona.,1724,Treurspel,,Laurentius vander Elst,Mechelen
Ceneton053031,708,Jezuïeten van Mechelen,Mortuus imaginarius.,1724,Kluchtspel,,Laurentius vander Elst,Mechelen
Ceneton053610,713,Jezuïeten van Roermond,Trebellius koninck van Bulgarien.,1617,Blij-eindend treurspel,,Jan Ouwerx,Luik
Ceneton053720,701,Jezuïeten van Roermond,Joseph van syne broeders ghekent.,1694,,,Petrus Vallen,Roermond
Ceneton054210,401,François de Kaarsgieter,"Het groot vermoogen van juffers oogen, of de betoverde kelk.",1699,Kluchtspel,Florent Carton Dancourt,Erven Jacob Lescailje,Amsterdam
Ceneton054330,402,François de Kaarsgieter (Constantia et Labore),De verstoorde serenade.,1708,Kluchtspel,,Erven Jacob Lescailje,Amsterdam
Ceneton054621,404,C. Kastricum,"De schadelyke soon, of de Joodse lichtmis.",1732,Blijspel,,Pieter Aldewereldt,Amsterdam
Ceneton054700,405,Jacobus Kemp,De bedrogen smith.,1661,Kluchtspel,,Jacob Lescailje,Amsterdam
Ceneton054750,406,Jacobus Kemp,"Medea, off wraek van verlaete min.",1665,Treurspel,Lucius Annaeus Seneca,Alexander Haensberg,Gorinchem
Ceneton054800,407,Gerard Kempher,"Helena in Egipte, of de gewaande-ontrouwe getrouw bevonden.",1737,Treurspel,Euripides,Simon van Hoolwerf,Alkmaar
Ceneton055220,416,Johannes Koenerding (II) of Koenderding,"Krispyn, medevryer van zyn heer.",1717,Kluchtspel,Alain René Lesage,Erven Jacob Lescailje en Dirk Rank,Amsterdam
Ceneton055280,417,Johannes Kommelyn Kasparsz.,"Jodelét, óf de knécht meester én de meester knécht.",1683,Blijspel,Paul Scarron,Albert Magnus,Amsterdam
Ceneton055290,418,Johannes Kommelyn Kasparsz.,"Jodelét, of de knécht meester én de meester knécht.",1720,Blijspel,Paul Scarron,Pieter Rotterdam,Amsterdam
Ceneton055340,419,Abraham de Koningh,Achabs treur-spel.,1618,Treurspel,,Jan (II) van Waesberge,Rotterdam
Ceneton055360,423,Abraham de Koningh,Amsterdams Wit Lavendel: spel van sinne in Vlaardingen 1616.,1617,,,Cornelis Fransz,Amsterdam
Ceneton055410,421,Abraham de Koningh,Iephthahs ende zijn eenighe dochters trevr-spel.,1615,Treurspel,,"Paulus Aertsz van Ravesteyn, voor Abraham de Koning",Amsterdam
Ceneton055450,422,Abraham de Koningh,Iephthahs ende zijn eenighe dochters treur-spel.,1630,Treurspel,,Cornelis Willemsz Blaeu-laken,Amsterdam
Ceneton055460,424,Abraham de Koningh,"Maegden-spel, over de gelijkenisse Christi, van ’t Koningrijke der Hemelen bij de 5 wijse ende 5. dwase maegden.",1617,,,Ms,
Ceneton055470,425,Abraham de Koningh,Simsons treur-spel.,1618,Treurspel,,"Paulus Aertsz van Ravesteyn, voor Cornelis Lodewijcksz van der Plasse",Amsterdam
Ceneton055510,426,Dieverina van Kouwenhoven,Cleopatra [boven de tekst: Antonius en Cleopatre].,1669,Treurspel met vliegwerken,,Adriaen Venendael,Amsterdam
Ceneton055570,427,Andries Kraft,Czaar Peter III.,1801,Treurspel,,Johannes Allart,Amsterdam
Ceneton055610,429,Enoch Krook,De boerekermis.,1709,"Kluchtspel, met zang en dans",,Erven Jacob Lescailje,Amsterdam
Ceneton055620,434,Enoch Krook,"De buitenspoorige toebaksnuiver, of het huwelyk door snuiftoebak.",1697,Kluchtspel,,Erven Jacob Lescailje,Amsterdam
Ceneton055710,433,Enoch Krook,De ondergang van Eigenbaat. Zynde een gevolg van de Tieranny van Eigenbaat.,1707,Zinnespel,,Erven Jacob Lescailje,Amsterdam
Ceneton055960,431,Enoch Krook en Daniël Kroon,Het bedurven huishouwen.,1738,Kluchtspel,,Izaak Duim,Amsterdam
Ceneton056010,432,Enoch Krook en Daniël Kroon,De theezieke juffers.,1701,Kluchtspel,,Erven Jacob Lescailje,Amsterdam
Ceneton056370,435,Jan Hermansz. Krul,Klucht van Drooghe Goosen.,1632,Kluchtspel,,Dirck Cornelisz Houthaeck,Amsterdam
Ceneton057120,436,Mathijs Kueser,"Klucht, van Olef Brom, of het onghehoorsaem dochterken.",1646,Kluchtspel,,,Amsterdam
Ceneton057140,437,Lullius Kuttasius,"David en Batseba of oorlog, pest of hongersnood.",1780,,,Fictief: “Lubbert Neukgraag”,Haarburg (fictief)
Ceneton057270,438,Joos Lambrecht,Vlaemsche vrede-vreucht verthoont door Vlaemsche Maeght.,1659,Zinnespel,,Adriaen Vlack,’s-Gravenhage
Ceneton057390,323,Pieter Langendijk,Arlequyn actionist.,1720,Kluchtig blijspel,,Z.n.,Zonder plaats
Ceneton057440,440,Pieter Langendijk,Arlequyn actionist.,1720,Kluchtig blijspel,Onbekend,Erven Jacob Lescailje en Dirk Rank,Amsterdam
Ceneton057570,442,Pieter Langendijk,"Jaap de Boer in den Schouwburg, of boertige beschryving eener representatie van het treurspel Aran en Titus, en het kluchtspel De kwaê grieten. Door Pieter Langendyk. Nieuwe druk.",1800,Dialoog,,Hendrik van Kesteren,Amsterdam
Ceneton057860,323,Pieter Langendijk,"Quincampoix, of de windhandelaars.",1720,Blijspel,,Z.n.,Zonder plaats
Ceneton057900,443,Pieter Langendijk,"Quincampoix, of de windhandelaars.",1720,Blijspel,,Erven Jacob Lescailje en Dirk Rank,Amsterdam
Ceneton057980,444,Pieter Langendijk,"Vertooningen, in J. v: Vondelens Palamedes, of vermoorde onnozelheid. Verbeeld op den Amsterdamschen Schouwburg, den 30 Nov. 1720, en den, 2den, 7den, en 9den January, 1721.",1721,Vertoning,,Wed. Barent Visscher,Amsterdam
Ceneton058010,444,Pieter Langendijk,Vertooningen voor Arlequyn actionist.,1721,Vertoning,,Wed. Barent Visscher,Amsterdam
Ceneton058030,441,Pieter Langendijk,Het wederzyds huwelyks bedrog.,1714,Blijspel,,Hendrik van de Gaete,Amsterdam
Ceneton058090,445,Pieter Langendijk,"De wiskunstenaars, of ’t gevluchte juffertje.",1715,Kluchtspel,,Erven Jacob Lescailje en Dirk Rank,Amsterdam
Ceneton058300,446,Juliana Cornelia de Lannoy,De belegering van Haerlem.,1770,Treurspel,,Izaak Duim,Amsterdam
Ceneton058340,447,Juliana Cornelia de Lannoy,Leo de Groote.,1767,Treurspel,,Izaak Duim,Amsterdam
Ceneton058570,448,Adriaan Bastiaenszoon de Leeuw,Broershert.,1668,Kluchtspel,Onbekend,Jacob Lescailje,Amsterdam
Ceneton058660,221,Adriaan Bastiaenszoon de Leeuw,Leo Armenius.,1659,Treurspel,Andreas Gryphius,Jacob Lescailje,Amsterdam
Ceneton059130,453,Katharina Lescailje,Herkules en Dianira.,1731,Treurspel,Jean François Juvénon la Tuilerie,Erven Jacob Lescailje en Dirk Rank,Amsterdam
Ceneton059190,454,Katharina Lescailje,Herodes en Mariamne.,1685,Treurspel,François Tristan l’Hermite,Erven Jacob Lescailje,Amsterdam
Ceneton059270,455,Katharina Lescailje,Kassandra.,1731,Treurspel,P. d’Assezan [= Claude Boyer],Erven Jacob Lescailje en Dirk Rank,Amsterdam
Ceneton059340,456,Katharina Lescailje,Wenseslaus koning van Poolen.,1686,Treurspel,Jean Rotrou,Erven Jacob Lescailje,Amsterdam
Ceneton059570,458,Jan Gerrit Liepoldes,"De schoenlapper kapiteyn, of Krispyns koddige schakinge.",1735,Kluchtspel,,Abraham de Winter,Amsterdam
Ceneton059610,463,Cornelis Jacob van der Lijn,De wedergevondene dochter en edelmoedige minnaar.,1761,Blijspel,Voltaire (ps. van François-Marie Arouet),Izaak Duim,Amsterdam
Ceneton059640,465,David Lingelbach,"Appollonius, koningh van Tyrus.",1662,Treurspel,,Jacob Vinckel,Amsterdam
Ceneton059660,466,David Lingelbach,Cleomenes.,1687,Treurspel,,Erven Jacob Lescailje,Amsterdam
Ceneton059750,467,David Lingelbach,Sardanapalus.,1699,Treurspel,,Wed. en erven Albert Magnus,Amsterdam
Ceneton059840,521,David Lingelbach (NVA),"De bekeerde alchimist, of bedroogen bedrieger.",1680,Kluchtspel,,Albert Magnus,Amsterdam
Ceneton059850,521,David Lingelbach (NVA),"De bekeerde alchimist, of bedroogen bedrieger.",1714,Kluchtspel,,Erven Jacob Lescailje,Amsterdam
Ceneton059860,468,David Lingelbach (naar Jelis Nooseman),De ontdekte schyndeugd.,1687,Blijspel,,Erven Jacob Lescailje,Amsterdam
Ceneton060250,469,Adriaan Loosjes Pz.,De hulk of de hervinding.,1793,Toneelspel,,Adriaan Loosjes Pz,Haarlem
Ceneton060380,470,Adriaan Loosjes Pz.,De watergeuzen.,1790,Heldenspel,,Adriaan Loosjes Pz,Haarlem
Ceneton060630,472,Evert Luydens,Klucht van de list sonder voordeel.,1670,Kluchtspel,,Pieter Timmers,Amsterdam
Ceneton060680,5,Jacobus Cornelius Lummenaeus a Marca,Bustum Sodomae.,1615,Tragoedia sacra,,Cornelis van der Meeren (Marius),Gent
Ceneton060810,471,Steven Theunisz. van der Lust,"Herstelde hongers-dwangh, of Haerlems langh en strenghe belegeringhe, ende overgaen der selver stadt, door het scherpe swaerdt der ellenden.",1660,Treurspel,,Korn. Theunisz. Kas,Haarlem
Ceneton061170,474,Philip Fredrik Lynslager,"De vlugt van Eneas, of de dood van Dido.",1785,Treurspel in straatliedjes,,"Jan Helders, en Abraham Mars",Amsterdam
Ceneton061490,323,Govert van Maater,Het dolhuis der actionisten.,1720,,,Z.n.,Zonder plaats
Ceneton061550,475,Georgius Macropedius (Joris van Lancvelt),Adamus fabula Christianae pietatis.,1552,,,Herman (I) van Borculo,Utrecht
Ceneton061570,476,Georgius Macropedius (Joris van Lancvelt),Aluta.,1535,Kluchtspel,,Gerardus Hatardus,’s-Hertogenbosch
Ceneton061630,477,Georgius Macropedius (Joris van Lancvelt),Aluta.,1553,Blijspel,,Herman (I) van Borculo,Utrecht
Ceneton061690,478,Georgius Macropedius (Joris van Lancvelt),Andrisca.,1545,,,Michael Hillenius,Antwerpen
Ceneton061700,479,Georgius Macropedius (Joris van Lancvelt),Andrisca.,1553,,,Herman (I) van Borculo,Utrecht
Ceneton061750,480,Georgius Macropedius (Joris van Lancvelt),Asotus.,1552,Blijspel,,Herman (I) van Borculo,Utrecht
Ceneton061810,481,Georgius Macropedius (Joris van Lancvelt),Bassarus.,1553,,,Herman (I) van Borculo,Utrecht
Ceneton061870,482,Georgius Macropedius (Joris van Lancvelt),Hecastus.,1552,Fabula pia et jucunda,,Herman (I) van Borculo,Utrecht
Ceneton061880,483,Georgius Macropedius (Joris van Lancvelt),"Hypomone, seu patientia.",1554,Fabula sacra,,Herman (I) van Borculo,Utrecht
Ceneton061900,485,Georgius Macropedius (Joris van Lancvelt),Jesus scholasticus.,1556,,,Herman (I) van Borculo,Utrecht
Ceneton061920,484,Georgius Macropedius (Joris van Lancvelt),Josephus.,1553,Blijspel,,Herman (I) van Borculo,Utrecht
Ceneton061990,486,Georgius Macropedius (Joris van Lancvelt),Lazarus mendicus.,1552,Blijspel,,Herman (I) van Borculo,Utrecht
Ceneton062070,487,Georgius Macropedius (Joris van Lancvelt),Petriscus.,1553,Blijspel,,Herman (I) van Borculo,Utrecht
Ceneton062130,488,Georgius Macropedius (Joris van Lancvelt),Rebelles.,1553,,,Herman (I) van Borculo,Utrecht
Ceneton062410,494,Jan de Marre,Het eeuwgetyde van den Amsterdamschen Schouwburg.,1738,Zinnespel,,Izaak Duim,Amsterdam
Ceneton062450,495,Jan de Marre,"Jacoba van Beieren, gravin van Holland en Zeeland.",1761,Treurspel,,Izaak Duim,Amsterdam
Ceneton062530,497,"J. Mattelaer, Kruisbroeders van Kortrijk","Prudentia generosa, zegepraelende over den heydenschen Maradanus.",1715,Blij-eindend treurspel,,Cornelis Meyer,Gent
Ceneton062560,498,Jan Jacob Mauricius,Europa verkwikt op ’t gezicht der vrede.,1712,Toneelspel,,Hendrik van de Gaete,Amsterdam
Ceneton062580,756,Jan Jacob Mauricius,Het Leidsche studenten leeven.,1717,Kluchtig blijspel,,Hendrik van de Gaete,Amsterdam
Ceneton063030,504,Cornelis Meyer,"Edelmoedige liefde van Dom Pedro infant van Portugael, ende Agneta van Castro.",1720,Heldadig [sic] treurspel,Antoine Houdart de la Motte,Cornelis Meyer,Gent
Ceneton063150,506,Cornelis Meyer,"’t Zegen-praelende geloof, afgebeelt in Thomas Morus.",1717,Treurspel,Bellay,Cornelis Meyer,Gent
Ceneton063350,499,Lodewijk Meijer,Ghulde vlies.,1667,Treurspel,Pierre Corneille,Jacob Lescailje,Amsterdam
Ceneton063410,500,Lodewijk Meijer,De looghenaar.,1658,Blijspel,Pierre Corneille,Jacob Lescailje,Amsterdam
Ceneton063500,519,Lodewijk Meijer c.s. (NVA),"Agrippa, koning van Alba, anders de gewaande Tiberinus.",1669,Treurspel,Philippe Quinault,Pieter (II) Arentsz,Amsterdam
Ceneton063540,520,Lodewijk Meijer c.s. (NVA),"Agrippa, of de gewaande Tiberinus.",1714,Treurspel,Philippe Quinault,Erven Jacob Lescailje,Amsterdam
